## Skjema
Kartlegger	Transekt	Tid	Dato	East	North	Dybde	Bunnforhold	Rekke	Klasse	Orden	Familie	Art (latin)	Norsk navn	Antall	Morfotype_svamp	Naturtype
Åkerblå AS	segment_T02-12_16	12:35:23	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-12_17	12:35:23	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-12_17	12:35:23	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-12_17	12:35:23	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-12_17	12:35:23	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-12_17	12:35:23	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-12_17	12:35:23	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-16_38	14:23:13	2024-07-05 00:00:00	12.0373363591701	66.1525302214505	32.507999	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-8_42	10:55:19	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-8_41	10:55:19	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-8_41	10:55:19	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-8_41	10:55:19	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-8_41	10:55:19	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-3_68	09:10:21	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-3_68	09:10:21	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-3_73	09:10:21	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-3_73	09:10:21	2024-07-05 00:00:00	12.0538154585842	66.1516905801639	68.402641	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-1_82	08:31:06	2024-07-05 00:00:00	12.0510082211245	66.1436483014834	32.374141	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-1_82	08:31:06	2024-07-05 00:00:00	12.0510082211245	66.1436483014834	32.374141	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-1_82	08:31:06	2024-07-05 00:00:00	12.0510082211245	66.1436483014834	32.374141	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-1_83	08:31:06	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-1_83	08:31:06	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-15_84	17:29:48	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-15_84	17:29:48	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-15_85	17:29:48	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_87	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_87	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_87	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_87	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_88	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_88	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_88	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_88	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_93	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_94	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-14_95	16:42:57	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_102	15:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_102	15:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_102	15:30:03	2024-07-04 00:00:00	12.0487031659196	66.1438925118746	30.878287	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_102	15:30:03	2024-07-04 00:00:00	12.0487031659196	66.1438925118746	30.878287	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_104	15:30:03	2024-07-04 00:00:00	12.0480052168402	66.1447435782181	47.279936	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_104	15:30:03	2024-07-04 00:00:00	12.0480052168402	66.1447435782181	47.279936	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_106	15:30:03	2024-07-04 00:00:00	12.0473228248791	66.1455963371106	44.875293	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_106	15:30:03	2024-07-04 00:00:00	12.0473228248791	66.1455963371106	44.875293	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_107	15:30:03	2024-07-04 00:00:00	12.0469692298799	66.1460212335485	41.886871	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_107	15:30:03	2024-07-04 00:00:00	12.0469692298799	66.1460212335485	41.886871	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_107	15:30:03	2024-07-04 00:00:00	12.0469692298799	66.1460212335485	41.886871	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_107	15:30:03	2024-07-04 00:00:00	12.0469692298799	66.1460212335485	41.886871	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_107	15:30:03	2024-07-04 00:00:00	12.0469692298799	66.1460212335485	41.886871	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_107	15:30:03	2024-07-04 00:00:00	12.0469692298799	66.1460212335485	41.886871	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_107	15:30:03	2024-07-04 00:00:00	12.0469692298799	66.1460212335485	41.886871	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_108	15:30:03	2024-07-04 00:00:00	12.046623763738	66.1464467740963	39.792829	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_108	15:30:03	2024-07-04 00:00:00	12.046623763738	66.1464467740963	39.792829	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_108	15:30:03	2024-07-04 00:00:00	12.046623763738	66.1464467740963	39.792829	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_108	15:30:03	2024-07-04 00:00:00	12.046623763738	66.1464467740963	39.792829	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_109	15:30:03	2024-07-04 00:00:00	12.0462614447795	66.146870138178	37.360629	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_109	15:30:03	2024-07-04 00:00:00	12.0462614447795	66.146870138178	37.360629	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_109	15:30:03	2024-07-04 00:00:00	12.0462614447795	66.146870138178	37.360629	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_109	15:30:03	2024-07-04 00:00:00	12.0462614447795	66.146870138178	37.360629	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-13_109	15:30:03	2024-07-04 00:00:00	12.0462614447795	66.146870138178	37.360629	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-10_137	13:31:26	2024-07-04 00:00:00	12.0395970638988	66.1501545567982	32.2	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-10_136	13:31:26	2024-07-04 00:00:00	12.0398074256681	66.1499117404713	41.259816	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-9_146	12:50:42	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-7_157	10:59:38	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-7_158	10:59:38	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-7_165	10:59:38	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-7_165	10:59:38	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-6_169	10:16:34	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-6_169	10:16:34	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-6_168	10:16:34	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-6_168	10:16:34	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-6_168	10:16:34	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-6_168	10:16:34	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_184	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_184	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_182	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_182	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_182	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_182	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_182	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_178	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_178	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-5_174	09:46:13	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-4_186	09:15:19	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-4_191	09:15:19	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-4_191	09:15:19	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-4_191	09:15:19	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-10_28	11:36:11	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T02-10_28	11:36:11	2024-07-05 00:00:00	12.0501049471729	66.143879304874	27.860656	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-4_191	09:15:19	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-4_191	09:15:19	2024-07-04 00:00:00	12.0514265294873	66.1439546355865	29.059831	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_195	08:38:34	2024-07-04 00:00:00	12.0448555203104	66.1531897204915	24.733075	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_196	08:38:34	2024-07-04 00:00:00	12.0451950033531	66.1536151978932	31.578657	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
Åkerblå AS	segment_T01-1_196	08:38:34	2024-07-04 00:00:00	12.0451950033531	66.1536151978932	31.578657	grovt sediment (sand & grus): 0,063-63 mm (G)	Mollusca	Bivalvia	Pectinoida	Pectinidae	Pecten maximus	Kamskjell	1		
